"Plan";"Cod";"Nombre Corto";"Eje";"Área";"Medida";"Objetivo";"Descripción";"Tipo de Medida";"Area de aplicación";"Año inicio";"Plazo ejecución";"Responsable";"Colaboradores internos";"Colaboradores externos";"Vinculación normativa";"Adecuaciones Normativas";"Tecnología, infraestructura y recursos necesarios";"Potenciales barreras y obstáculos";"Potenciales fuentes de financiamiento";"Consideraciones de Genero";"Acciones";"Indicador";"Meta";"status";"Tipología Territorial";"Escala Jurisdiccional"
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Formalización de la implementación de criterios de
eficiencia energética en el diseño de proyectos de
mejoramiento de espacio público";"Eficiencia energética y energías renovables";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Fomento de sistemas fotovoltaicos en sedes
comunitarias";"Eficiencia energética y energías renovables";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Fomento del uso de bicicletas y evaluación de
factibilidad de construcción de ciclovías";"Movilidad sustentable y reducción de emisiones";"";"";"";"";"2026";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Postulación a iniciativas de recambio de parque
automotriz municipal a tecnología eléctrica";"Movilidad sustentable y reducción de emisiones";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Evaluación de factibilidad de ampliación de puntos de
carga para vehículos eléctricos (electrolineras)
mediante alianza público privadas";"Movilidad sustentable y reducción de emisiones";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Macul";"";;"";"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Medición de la huella de carbono municipal";"Gestión y monitoreo de emisiones";"";"";"";"";"2027";"";"";"";"";"";"";"";"";"";"";"";"";"Pendiente";"";""
"Lo Espejo";"";;"Mitigación";"";"MEDIDA DE MITIGACIÓN NÂ° 1: ELABORACIÓN DE PROTOCOLO DE BUENAS PRÁCTICAS AMBIENTALES EN RECINTOS MUNICIPALES";"";"Elaboración de un protocolo que permita una gestión integral de variables ambientales en cuanto a eficiencia energética, eficiencia hídrica, tratamiento de residuos como separación en origen, reciclaje y compostaje.";"";"Edificios administrativos, escuelas adscritas a SLEP, centros de salud, centro veterinario";"2025";"2028";"Dirección de Desarrollo Ambienta; Equipo Gestor; funcionarios municipales";"";"";"";"";"";"";"Al ser la Dirección de Desarrollo Ambiental la responsable de la ejecución de este protocolo será esta misma unidad la encargada de difundir y capacitar a los funcionarios municipales respecto al protocolo de BPAM, por lo que para esta medida no es necesaria una fuente de financiamiento externa, sino que más bien será financiada por las horas hombre (HH) de trabajo dedicada por parte de los funcionarios ejecutores.";"";"";"Participación del personal: lista de participación de personal en charlas Reducción de consumo energético: Medición del consumo energético en dependencias municipales de manera previa y posterior a las capacitaciones Monitoreo y evaluación: Establecimiento de periodos de evaluación continua, con objeto de identificar brechas y eficiencia de las medidas";"";"Pendiente";"";""
"Lo Espejo";"";;"Mitigación";"";"MEDIDA DE MITIGACIÓN NÂ° 2: Aumentar la red de ciclovías en la comuna de Lo Espejo";"";"Se busca desarrollar unas infraestructuras fomentar el uso de transportes sostenibles como es el uso de la bicicleta, con rutas bien integradas para la población civil que circulan por el territorio";"";"población civil residente y población civil en general que se moviliza por la comuna";"";"";"SECPLA; Dirección de Tránsito";"";"";"";"";"";"";"Mediano a Largo plazo. A través de fondos públicos del Gobierno regional y otros.";"";"";"Reducción de Emisiones: Evaluar la disminución de emisiones de gases de efecto invernadero asociadas al desplazamiento en bicicleta en lugar de vehículos motorizados. Descongestión Vehicular de la comuna: Medir la disminución del tráfico vehicular y tiempo de movilización en zonas donde se implementó las ciclovías, de manera presencial, a través de encuestas de percepción con las comunidades aledañas y usuarios de la ciclovía.";"";"Pendiente";"";""
"Lo Espejo";"";;"Mitigación";"";"MEDIDA DE MITIGACIÓN NÂ° 3: Fortalecimiento y Diversificación del Arbolado Urbano";"";"Esta medida tiene objetivo aumentar la superficie de captación de GEI, con especies de bajo requerimiento hídrico, nativas o exóticas, según sea la mejor estrategia acorde a evaluación técnica profesional";"";"Espacios públicos comunales declarados como Bienes Nacionales de Uso Público (BNUP), incluyendo parques, plazas y áreas verdes periurbanas. Plantación de especies nativas con alta adaptabilidad a condiciones de sequía y estrés hídrico Actividades de preparación del terreno, plantación, mantenimiento y monitoreo posterior para asegurar la supervivencia de las especies.";"2025";"2028";"Dirección de Desarrollo Ambiental; Departamento de Ornato";"";"";"";"";"";"";"La reforestación de áreas dentro de la comuna puede encontrarse financiada de manera mixta, en donde se trabaja con las especies que cuenta el Municipio, más aportes externos como lo son CONAF, y otras entidades estratégicas como fundaciones y otras empresas privadas";"";"";"#¿NOMBRE?";"";"Pendiente";"";""
"Lo Espejo";"";;"Mitigación";"";"MEDIDA DE MITIGACIÓN NÂ° 4: Campaña comunicacional de educación ambiental y concientización sobre cambio climático.";"";"Esta iniciativa busca educar a la población para generar conciencia y sensibilización con respecto el cambio climático, por medio de una campaña de educación y sensibilización estratégica diseñada a distintos segmentos de la población y rangos etarios, para abordar sus necesidades, intereses y preocupaciones particulares.";"";"Personal municipal, población civil no organizada y organizada, establecimientos educacionales, locatarios, empresas de la comuna.";"2025";"2050";"Departamento de Desarrollo Ambiental; Departamento de Relaciones Públicas";"";"";"";"";"";"";"Al ser la Dirección de Desarrollo Ambiental la responsable de esta campaña será esta misma unidad la encargada de difundir y capacitar, por lo que para esta medida no es necesaria una fuente de financiamiento externa, sino que más bien será financiado por las horas hombre (HH) de trabajo dedicada por parte de los funcionarios ejecutores.";"";"";"Medios de Comunicación Utilizados: Analizar el alcance de los medios de comunicación utilizados para llegar a cada grupo objetivo, como redes sociales, ferias medioambientales con educación ambiental para el territorio, talleres presenciales, entre otros. Participación en Actividades Relacionadas: Contabilizar la participación activa de cada grupo en las diferentes actividades, mediante lista de asistencia. Impacto en Comunidades Específicas: Evaluar el impacto específico en comunidades particulares a través de encuesta de aprendizajes obtenidos";"";"Pendiente";"";""
"Lo Espejo";"";;"Mitigación";"";"MEDIDA DE MITIGACIÓN NÂ° 5: ELABORACIÓN DE CATASTRO DE ARBOLADO URBANO";"";"Elaboración de un inventario digital y georreferenciado del arbolado urbano presente en la comuna, que incluya información sobre especies, estado sanitario, ubicación, dimensiones y servicios ecosistémicos aportados. Este catastro permitirá planificar y gestionar de manera eficiente la conservación, mantenimiento y expansión del arbolado, fortaleciendo la resiliencia urbana frente al cambio climático y mejorando la calidad ambiental y el bienestar de la comunidad";"";"Cobertura de todas las áreas públicas arboladas de la comuna: calles, plazas, parques, áreas verdes municipales y espacios periurbanos. Registro de especies nativas y exóticas, con énfasis en aquellas que aportan mayor mitigación climática y adaptación. Integración con sistemas GIS municipales para facilitar la toma de decisiones y monitoreo continuo.";"2025";"2030";"Dirección de Desarrollo Ambiental; Departamento de Ornato";"";"";"";"";"";"";"Considerando la situación comunal, es que esta medida debiese contar con un financiamiento externo, ya sea la alianza con fundaciones, universidades y/o organismos externos gubernamentales como CONAF, Gobierno Regional, entre otros.";"";"";"- % de arbolado urbano georreferenciado: Base de datos GIS municipal
- Actualización anual del catastro: Reportes técnicos municipales
- Número de especies nativas identificadas: Informe técnico de biodiversidad
- Uso del catastro para planificación: Incorporación en 100% de planes comunales, documentos de planificación municipal";"";"Pendiente";"";""
"Lo Espejo";"";;"Mitigación";"";"MEDIDA DE MITIGACIÓN NÂ° 6 Estrategia de optimización Integral de Residuos: Eficiencia, Reciclaje y Cumplimiento Normativo.";"";"El objetivo de esta iniciativa se centra en la creación de una estrategia integral de gestión de residuos, a nivel domiciliario y público, diseñado con el fin de mejorar la eficiencia en la administración de los desechos orgánicos e inorgánicos, educación ambiental en torno al reciclaje, aumentar los niveles de reciclaje en la comuna y garantizar el cumplimiento de las normativas ambientales como por ejemplo la Ley REP.";"";"población civil de la comuna, hogares y viviendas de la comuna, empresas, locatarios de pequeños almacenes, ferias libres, establecimientos educacionales jardines infantiles";"";"";"dirección de Desarrollo Ambiental, Departamento de Gestión Ambiental, Departamento de aseo, SECPLA.";"";"";"";"";"";"";"No considera inversión más allá de las HH de los distintos funcionarios municipales que participarán. En caso de que se requiera externalizar el servicio se presentará a financiamiento propio o externo.";"";"";"Cumplimiento de Normativas Ambientales: Seguimiento del cumplimiento de las normativas locales sobre gestión de residuos para asegurar el manejo adecuado y legal de los desechos. Emisiones de Gases de Efecto Invernadero (GEI): Medición de las emisiones de GEI asociadas con la gestión de residuos, considerando la descomposición de residuos orgánicos y la incineración.";"";"Pendiente";"";""
"Lo Espejo";"";;"Mitigación";"";"MEDIDA DE MITIGACIÓN NÂ° 7: RECUPERACIÓN DE ESPACIOS PÚBLICOS A TRAVÉS DE SOLUCIONES BASADAS EN LA NATURALEZA";"";"Lo Espejo cuenta con un reducido número de áreas verdes e islas de calor, por lo que el objetivo es recuperar espacios públicos, creando áreas verdes sustentables para recuperación de espacios públicos y eliminación de microbasurales";"";"Residentes del territorio";"";"";"Secpla, dirección De Desarrollo Ambiental Ornato, Gestión Ambiental.";"";"";"";"";"";"";"Fondos concursables, presupuesto municipal o externo.";"";"";"Disminución de microbasurales en la comuna Aumento en la participación de la comunidad en denunciar presencia de microbasurales y también de apoyar en su erradicación";"";"Pendiente";"";""
"Lo Espejo";"";;"Mitigación";"";"MITIGACIÓN NÂ° 8: RECAMBIO DE LUMINARIAS EN LA COMUNA";"";"El objetivo es reducir el consumo energético, las emisiones de gases de efecto invernadero y la contaminación lumínica, mejorando la seguridad y la calidad de vida de la comunidad. Por otra parte, contribuye de manera significativa a la reducción del consumo energético, la disminución de residuos y contaminantes al no estar fabricados CON Elementos Tóxicos, la protección de la biodiversidad y la mitigación del cambio climático, posicionándolas como la alternativa más ecológica y eficiente en iluminación urbana y doméstica, tanto en BNUP como en recintos municipales y hogares de la comuna";"";"Ámbito geográfico: Toda la comuna, priorizando sectores con mayor consumo energético y/o mayor densidad poblacional. Infraestructura: Alumbrado público, plazas, parques, edificios municipales, centros deportivos y educacionales; Población civil residente y flotante de la comuna.";"2025";"2027";"SECPLA; Dirección de Obras Municipales; Dirección de Desarrollo Ambiental";"";"";"";"";"";"";"Externo, a través de financiamiento del GORE";"";"";"- % de luminarias públicas recambiadas a tecnología LED: Informe de avance municipal
- Reducción del consumo energético en alumbrado público: Facturación eléctrica y reportes técnicos
- Disminución de emisiones de COâ‚‚ asociadas: Cálculo de reducción según consumo";"";"Pendiente";"";""
"Lo Espejo";"";;"Mitigación";"";"MEDIDA DE MITIGACIÓN NÂ° 9: ELABORACIÓN DE PROTOCOLO MUNICIPAL DE COMPRAS SUSTENTABLES";"";"Las compras sustentables buscan incorporar criterios ambientales, sociales y económicos para reducir los impactos negativos asociados a la adquisición de bienes y servicios, tales como la reducción de emisiones de gases de efecto invernadero, el uso eficiente de recursos, la minimización de residuos y la promoción de productos con menor huella ambiental.";"";"Municipio, funcionarios municipales y usuarios de la municipalidad";"";"";"Municipio de Lo Espejo";"";"";"";"";"";"";"Financiamiento municipal";"";"";"Aplicación de sellos y certificaciones ambientales (Energy Star, FSC, PEFC, Certfor, HuellaChile, Acuerdo de Producción Limpia) para evaluar oferentes y productos. Reducción de la huella ambiental: Preferencia por productos con eficiencia energética, contenido reciclado, menor uso de recursos naturales y menor generación de residuos. Capacitación y sensibilización: Registro y formación continua de funcionarios municipales en temas ambientales para fomentar una cultura de sustentabilidad en las compras";"";"Pendiente";"";""
"Lo Espejo";"";;"Mitigación";"";"MEDIDA DE MITIGACIÓN NÂ° 10 Capacitaciones para postular a fondos concursables";"";"Capacitar al Comite Ambiental Comunal (CAC) Pymes, personas naturales y Organizaciones Socioambientales en la postulación a fondos públicos como: FPA, Ponle energía a tu pyme, Programa techo solar, entre otros.";"";"Comite ambiental comunal, pequeñas Pymes, emprendedores formalizados y no formalizados, personas naturales y organizaciones socioambientales";"";"";"Direccion de Desarrollo Ambiental, Departamento de Gestión ambiental, DIDECO";"";"";"";"";"";"";"Al ser la Dirección de Desarrollo Ambiental la responsable de la ejecución será esta misma unidad la encargada de gestionar el proceso de postulación.";"";"";"Número de propuestas presentadas: Aumento en postulaciones a fondos climáticos tras las capacitaciones. Tasa de adjudicación: Porcentaje de proyectos aprobados que recibieron capacitación previa. Incorporación de criterios técnicos: Uso de sellos ambientales (HuellaChile, Energy Star) en las propuestas. Alianzas estratégicas: Acuerdos entre municipios, empresas y organismos internacionales para cofinanciar proyectos. Capacitación de funcionarios: Registros de asistencia";"";"Pendiente";"";""
"Lo Espejo";"";;"Adaptación";"";"MEDIDA DE ADAPTACIÓN NÂ° 1: FOMENTO DE URBANISMO SOSTENIBLE";"";"Adaptación de la forma en pensar, planificar, formular y realizar un proyecto de inversión a nivel comunal, donde se incluyan criterios de sustentabilidad como eficiencia energética, eficiencia hídrica, infraestructura para separación de residuos en origen, materiales con baja emisión de huella de carbono, implementación de techos verdes, jardines pluviales y pavimentos permeables en zonas críticas para reducir inundaciones y el efecto isla de calor.";"";"Población civil residente y flotante de la comuna con énfasis en zonas de mayor riesgo identificadas en el diagnóstico PACCC.";"2025";"2028";"SECPLA; Dirección de Obras Municipale; Dirección de Desarrollo Ambiental - Departamento de Gestión Ambiental";"";"";"";"";"";"";"Fondos públicos regionales y municipales: Gobierno regional y municipio pueden destinar recursos para la instalación de sistemas velar por el cumplimiento de estas medidas. Por otra parte, fondos FNDR, Fondo de Protección Ambiental y otros programas sectoriales pueden ser vías de financiamiento. Cooperación internacional y ONGs: Posibles aportes para proyectos piloto o fortalecimiento institucional.";"";"";"- % de proyectos urbanos con bases de sustentabilidad: Informe técnico municipal
- Reducción del consumo energético en edificios municipales: comparación de
- Participación ciudadana en planificación urbana: actas de participación";"";"Pendiente";"";""
"Lo Espejo";"";;"Adaptación";"";"MEDIDA DE ADAPTACIÓN NÂ° 2: Plan de Manejo y Prevención de Riesgos Naturales";"";"Desarrollar y actualizar planes de emergencia y protocolos de actuación frente a eventos climáticos extremos (inundaciones, olas de calor, olas de frío, temporales), incluyendo capacitación a la a las unidades municipales y a la comunidad.";"";"Toda la comuna, con énfasis en zonas de mayor riesgo identificadas en el diagnóstico PACCC.";"2025";"2028";"Dirección de seguridad pública y humana; Unidad de gestión de riesgo de desastres y emergencias; Departamento de Relaciones Públicas";"";"";"";"";"";"";"Al ser la Dirección de seguridad pública y humana la responsable de la ejecución de este plan será esta misma unidad la encargada de la difundir y capacitar a los funcionarios municipales respecto al Plan de Manejo y Prevención de Riesgos Naturales, por lo que para esta medida se verá financiada por las horas hombre (HH) de trabajo dedicada por parte de los funcionarios ejecutores.";"";"";"100% de unidades vecinales con acceso a información y protocolos de emergencia al 2027. Reporte semestral de avance de entrega de información, ya sea formato físico o digital.";"";"Pendiente";"";""
"Lo Espejo";"";;"Adaptación";"";"MEDIDA DE ADAPTACIÓN NÂ° 3: CORREDORES BIOLÓGICOS";"";"La implementación de corredores biológicos en la comuna de Lo Espejo consiste en la creación y restauración de franjas vegetales continuas que conectan áreas verdes, parques y espacios públicos, utilizando principalmente especies nativas y adaptadas al clima local. Estos corredores permiten el flujo de fauna y flora, mejoran la conectividad ecológica urbana, aumentan la resiliencia frente a olas de calor y sequía cumpliendo roles de refugio climático, y contribuyen a la adaptación ante los impactos del cambio climático, como la pérdida de biodiversidad y el deterioro de los servicios ecosistémicos.";"";"Territorio: Calles principales, avenidas, parques, plazas en toda la comuna, áreas verdes correspondientes priorizando sectores con baja cobertura vegetal y alta vulnerabilidad climática. Componentes: Plantación de árboles y arbustos nativos, instalación de jardines de bajo requerimiento hídrico, señalización educativa y conectividad entre áreas verdes existentes.";"2025";"2035";"Dirección de Desarrollo Ambienta; SECPLA; Dirección de Obras Municipales";"";"";"";"";"";"";"Fuentes municipales: Asignación de parte del presupuesto ambiental anual. Programas públicos: Acceso a fondos del Gobierno Regional, programas de reforestación urbana de CONAF y concursos del Ministerio del Medio Ambiente. Alianzas: Convenios con empresas privadas, ONGs ambientales y universidades para cofinanciamiento y apoyo técnico";"";"";"- Superficie conectada entre áreas verdes: Inventario y monitoreo de especies.
- Reducción de temperatura superficial: Disminución de 2Â°C en zonas intervenidas, monitoreo climático local
- Longitud de corredores implementados:";"";"Pendiente";"";""
"Lo Espejo";"";;"Adaptación";"";"MEDIDA DE ADAPTACION NÂ° 4: FORTALECIMIENTO DE UNIDADES DE FISCALIZACIÓN AMBIENTAL";"";"Actualmente (2025) la unidad de fiscalización ambiental cuenta con solamente un integrante, lo que dificulta y demora la atención de las diferentes denuncias ambientales. Se presentan otras brechas también como movilización y provisión de instrumentos que determinen los cumplimientos o incumplimientos sobre las ordenanzas municipales ambientales. El fortalecimiento de unidades de fiscalización ambiental busca mejorar la capacidad institucional para garantizar el cumplimiento de normativas ambientales, mediante modernización de tecnología e instrumentos, coordinación interinstitucional y profesionalización de equipos.";"";"Fortalecimiento del Departamento de Gestión Ambiental, especialmente en la fiscalización de denuncias ambientales (ruidos, olores, residuos, emisiones tóxicas, control de vectores). Implementación de protocolos y herramientas digitales para la gestión eficiente de denuncias y seguimiento de casos. Capacitación continua a funcionarios municipales en normativa ambiental, uso de equipos técnicos (ej. sonómetros) y procedimientos legales. Coordinación con la SMA y otras entidades para ampliar cobertura y eficacia en la fiscalización.";"2025";"2035";"Direccion de Desarrollo Ambienta; Departamento de Gestión Ambiental";"";"";"";"";"";"";"Presupuesto municipal para contratar un profesional del área y/o capacitar. Adquisición de equipamiento técnico y desarrollo de sistemas de gestión. Convenios con SMA: Apoyo financiero y técnico para adquisición de equipos (ej. sonómetros) y capacitación especializada. Programas sectoriales del Ministerio del Medio Ambiente: Fondos concursables para fortalecer capacidades municipales en fiscalización ambiental. Cooperación público- privadas: Fondos del Gobierno Regional, Fondos de organismos privados o internacionales como el BID para proyectos de modernización de sistemas de monitoreo Multas ambientales: Hasta un 30% de los ingresos por sanciones se podrían reinvertir en equipos tecnológicos y capacitación.";"";"";"Cobertura fiscalizadora: Porcentaje de Informes de Fiscalización Ambiental (IFA) terminados respecto a los programados, con una meta del 97% para 2025. Resolución de sanciones: Tasa de cierre de procesos sancionatorios sin pausas, actualmente en 95% para casos graves. Capacitación continua: Más de 180 jornadas formativas realizadas entre 2018-2023 para fiscalizadores de la RENFA.";"";"Pendiente";"";""
"Lo Espejo";"";;"Adaptación";"";"MEDIDA DE ADAPTACIÓN NÂ° 3: Gestión Comunitaria del Agua y Adaptación a la Sequía";"";"Implementar sistemas de captación y reutilización de aguas lluvias en edificios municipales, escuelas y sedes vecinales, y promover el uso eficiente del agua en jardines y áreas verdes.";"";"Instalación de sistemas de captación de aguas lluvias (canaletas, tuberías, depósitos) en edificios públicos, escuelas municipales, sedes vecinales, juntas de vecinos, plazas y huertos comunitarios. Promoción y adopción de tecnologías de riego eficiente (goteo, sensores de humedad) en áreas verdes municipales. Capacitación a unidades pertinentes para el mantenimiento y uso adecuado de estos sistemas.";"2025";"2050";"Dirección de Desarrollo Ambiental; Departamento de Gestión Ambiental;  Equipo gestor";"";"";"";"";"";"";"Fondos públicos regionales y municipales: Gobiernos regionales (GORE) y municipalidades pueden destinar recursos para la instalación de sistemas SCALLs (Sistemas de Captación de Aguas Lluvias). Por otra parte, fondos FNDR, Fondo de Protección Ambiental y otros programas sectoriales del Programas y subsidios del Ministerio de Agricultura o Medio Ambiente que apoyan iniciativas de adaptación climática y gestión hídrica urbana. Alianzas público-privadas y cooperación internacional: Convenios con empresas, ONG y organismos internacionales que aportan recursos técnicos y financieros para la implementación y mantenimiento de sistemas de captación. Aportes comunitarios y presupuestos participativos: Involucrar a la comunidad en el cofinanciamiento y mantención, fortaleciendo la gestión local y sostenibilidad del proyecto. Reducción de costos operativos: La captación de aguas lluvias reduce la dependencia de camiones aljibes y redes públicas, disminuyendo gastos municipales recurrentes en abastecimiento hídrico";"";"";"10 sistemas de captación de aguas lluvias instalados al 2027. Progreso de un 20% al 2050 Protocolos de riego eficiente para nuevas áreas verdes, recintos municipales, espacios comunitarios, juntas de vecinos: entrega de información y difusión";"";"Pendiente";"";""
